8,1
8,1
8,1
8,1
8,1
20,1
20,1
20,1
20,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
56,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
94,0
94,0
94,0
107,0
116,1
119,0
119,0
139,0
140,0
144,0
146,0
146,0
152,1
159,0
159,0
159,0
160,0
161,0
164,1
167,0
172,0
172,0
176,1
183,0
188,1
203,0
205,0
214,0
214,0
215,0
216,0
216,0
216,0
218,0
218,0
218,0
225,0
225,0
225,0
235,0
235,0
235,0
236,1
251,0
253,0
253,0
263,0
263,0
266,0
266,0
267,0
272,0
272,0
272,0
272,0
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
272,1
274,0
274,0
274,0
275,0
275,0
275,0
276,0
281,0
281,0
284,0
284,0
284,0
284,0
286,0
286,0
286,0
287,0
288,0
288,0
288,0
288,0
296,1
296,1
296,1
296,1
298,0
299,0
300,0
308,0
308,0
308,0
308,0
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
308,1
